16,Vitamin B-6,Vitamin B-6,MG,0.049,0.05525,,,,,,,,,,,,,
14,Vitamin B-12,Vitamin B-12,UG,0,0.3375,,,,,,,,,,,,,
14,Vitamin B-6,Vitamin B-6,MG,0.015,0,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.195,0.2143,,,,,,,,,,,,,
20,Vitamin B-6,Vitamin B-6,MG,0.23,0.2355,,,,,,,,,,,,,
9,Vitamin B-6,Vitamin B-6,MG,0.018,0.01388,,,,,,,,,,,,,
9,Vitamin B-6,Vitamin B-6,MG,0.076,0.04288,,,,,,,,,,,,,
9,Vitamin B-6,Vitamin B-6,MG,0.032,0.03869,,,,,,,,,,,,,
9,Vitamin B-6,Vitamin B-6,MG,0.052,0.00925,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.07,0.07613,,,,,,,,,,,,,
9,Vitamin B-6,Vitamin B-6,MG,0.04,0.04113,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.122,0.09692,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.1,0.1188,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.11,0.1125,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.056,0.071,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.138,0.1456,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.105,0.1146,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.224,0.2468,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.168,0.2918,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.291,0.3027,,,,,,,,,,,,,
1,Vitamin B-6,Vitamin B-6,MG,0.034,0.03931,,,,,,,,,,,,,
1,Vitamin B-6,Vitamin B-6,MG,0.032,0.04506,,,,,,,,,,,,,
1,Vitamin B-6,Vitamin B-6,MG,0.063,0.04394,,,,,,,,,,,,,
1,Vitamin B-6,Vitamin B-6,MG,0.424,0.03831,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.769,0.582,,,,,,,,,,,,,
16,Vitamin B-6,Vitamin B-6,MG,0.441,0.3805,,,,,,,,,,,,,
12,Vitamin B-6,Vitamin B-6,MG,0.103,0.08375,,,,,,,,,,,,,
12,Vitamin B-6,Vitamin B-6,MG,0.473,0.3926,,,,,,,,,,,,,
1,Vitamin B-6,Vitamin B-6,MG,0.046,0.0466,,,,,,,,,,,,,
1,Vitamin B-12,Vitamin B-12,UG,0.43,0.6617,,,,,,,,,,,,,
1,Vitamin B-6,Vitamin B-6,MG,0.056,0.03925,,,,,,,,,,,,,
1,Vitamin B-12,Vitamin B-12,UG,0.22,0,,,,,,,,,,,,,
1,Vitamin B-12,Vitamin B-12,UG,0.16,0,,,,,,,,,,,,,
1,Vitamin B-6,Vitamin B-6,MG,0.035,0.031,,,,,,,,,,,,,
1,Vitamin B-12,Vitamin B-12,UG,0.21,0.06175,,,,,,,,,,,,,
1,Vitamin B-6,Vitamin B-6,MG,0.041,0.0385,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.042,0.04013,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.1,0.07413,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.09,0.07088,,,,,,,,,,,,,
12,Vitamin B-6,Vitamin B-6,MG,0.094,0.2546,,,,,,,,,,,,,
12,Vitamin B-6,Vitamin B-6,MG,0.137,0.1008,,,,,,,,,,,,,
12,Vitamin B-6,Vitamin B-6,MG,0.537,0.6603,,,,,,,,,,,,,
12,Vitamin B-6,Vitamin B-6,MG,0.21,0.1711,,,,,,,,,,,,,
20,Vitamin B-6,Vitamin B-6,MG,0.119,0.1346,,,,,,,,,,,,,
9,Vitamin B-6,Vitamin B-6,MG,0.112,0.1101,,,,,,,,,,,,,
9,Vitamin B-6,Vitamin B-6,MG,0.049,0.04888,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.141,0.121,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.074,0.05175,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.124,0.1384,,,,,,,,,,,,,
11,Vitamin B-6,Vitamin B-6,MG,0.209,0.1789,,,,,,,,,,,,,
20,Vitamin B-6,Vitamin B-6,MG,0.582,0.1699,,,,,,,,,,,,,
20,Vitamin B-6,Vitamin B-6,MG,0.396,0.1995,,,,,,,,,,,,,
20,Vitamin B-6,Vitamin B-6,MG,0.21,0.2776,,,,,,,,,,,,,
20,Vitamin B-6,Vitamin B-6,MG,0.384,0.1918,,,,,,,,,,,,,
