food_category_id,FF Food description,SR Food description,Unit,SR Mean per 100g,FF Mean per 100g,SReachcat_x,SReachcat_y
20,"Iron, Fe","Iron, Fe",G,0.00406,0.00384,0.04399,0.0449495
20,"Iron, Fe","Iron, Fe",G,0.00268,0.003301,0.04399,0.0449495
20,"Iron, Fe","Iron, Fe",G,0.0022,0.002444,0.04399,0.0449495
20,"Iron, Fe","Iron, Fe",G,0.00301,0.002534,0.04399,0.0449495
20,"Iron, Fe","Iron, Fe",G,0.00129,0.001242,0.04399,0.0449495
20,"Iron, Fe","Iron, Fe",G,0.0008,0.0001405,0.04399,0.0449495
13,"Iron, Fe","Iron, Fe",G,0.00224,0.002128,0.01285,0.011528
13,"Iron, Fe","Iron, Fe",G,0.00194,0.001965,0.01285,0.011528
10,"Iron, Fe","Iron, Fe",G,0.00088,0.0007876,0.00238,0.0021688
5,"Iron, Fe","Iron, Fe",G,0.00082,0.0005926,0.00317,0.0026357
5,"Iron, Fe","Iron, Fe",G,0.00117,0.001087,0.00317,0.0026357
12,"Iron, Fe","Iron, Fe",G,0.00668,0.005988,0.05567,0.051133
12,"Iron, Fe","Iron, Fe",G,0.0047,0.003465,0.05567,0.051133
16,"Iron, Fe","Iron, Fe",G,0.00458,0.001554,0.05592,0.0527552
12,"Iron, Fe","Iron, Fe",G,0.00369,0.001881,0.05567,0.051133
12,"Iron, Fe","Iron, Fe",G,0.00392,0.003456,0.05567,0.051133
12,"Iron, Fe","Iron, Fe",G,0.00525,0.00437,0.05567,0.051133
16,"Iron, Fe","Iron, Fe",G,0.00431,0.005094,0.05592,0.0527552
16,"Iron, Fe","Iron, Fe",G,0.00651,0.007158,0.05592,0.0527552
16,"Iron, Fe","Iron, Fe",G,0.00827,0.00593,0.05592,0.0527552
16,"Iron, Fe","Iron, Fe",G,0.0019,0.001688,0.05592,0.0527552
16,"Iron, Fe","Iron, Fe",G,0.00185,0.001599,0.05592,0.0527552
16,"Iron, Fe","Iron, Fe",G,0.00098,0.001042,0.05592,0.0527552
16,"Iron, Fe","Iron, Fe",G,0.0015,0.001439,0.05592,0.0527552
16,"Iron, Fe","Iron, Fe",G,0.0015,0.001305,0.05592,0.0527552
11,"Iron, Fe","Iron, Fe",G,0.00109,0.001139,0.02144,0.0238027
16,"Iron, Fe","Iron, Fe",G,0.00127,0.001284,0.05592,0.0527552
16,"Iron, Fe","Iron, Fe",G,0.00097,0.001084,0.05592,0.0527552
16,"Iron, Fe","Iron, Fe",G,0.00157,0.001382,0.05592,0.0527552
10,"Iron, Fe","Iron, Fe",G,0.00053,0.0004519,0.00238,0.0021688
10,"Iron, Fe","Iron, Fe",G,0.00097,0.0009293,0.00238,0.0021688
5,"Iron, Fe","Iron, Fe",G,0.00037,0.0003543,0.00317,0.0026357
5,"Iron, Fe","Iron, Fe",G,0.00081,0.0006018,0.00317,0.0026357
13,"Iron, Fe","Iron, Fe",G,0.00264,0.001641,0.01285,0.011528
13,"Iron, Fe","Iron, Fe",G,0.00235,0.001901,0.01285,0.011528
13,"Iron, Fe","Iron, Fe",G,0.00213,0.002059,0.01285,0.011528
13,"Iron, Fe","Iron, Fe",G,0.00155,0.001834,0.01285,0.011528
1,"Iron, Fe","Iron, Fe",G,9e-05,0.0,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,0.00072,0.0,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,0.00095,0.001303,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,0.00052,0.0,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,0.0002,0.0,0.03264,0.02893675
1,"Iron, Fe","Iron, Fe",G,0.0,0.0,0.03264,0.02893675
1,"Zinc, Zn","Zinc, Zn",G,0.00042,0.00043,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00042,0.00045,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00048,0.00043,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00249,0.00242,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00042,0.00043,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00042,0.00045,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00048,0.00043,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00037,0.00042,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00221,0.002379,0.06474,0.0663554
16,"Zinc, Zn","Zinc, Zn",G,0.00183,0.00138,0.02871,0.031149200000000002
11,"Zinc, Zn","Zinc, Zn",G,0.00019,0.00019,0.01147,0.010750299999999999
12,"Zinc, Zn","Zinc, Zn",G,0.00331,0.0028,0.05015,0.048343
11,"Zinc, Zn","Zinc, Zn",G,0.00056,0.00039,0.01147,0.010750299999999999
1,"Zinc, Zn","Zinc, Zn",G,0.00132,0.0012,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,7e-05,2e-05,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.0001,0.00043,0.06474,0.0663554
11,"Zinc, Zn","Zinc, Zn",G,0.00042,0.00059,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.0001,0.00011,0.01147,0.010750299999999999
1,"Zinc, Zn","Zinc, Zn",G,0.0042,0.00433,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00249,0.00242,0.06474,0.0663554
9,"Zinc, Zn","Zinc, Zn",G,8e-05,4e-05,0.002,0.00140973
12,"Zinc, Zn","Zinc, Zn",G,0.00529,0.006,0.05015,0.048343
18,"Zinc, Zn","Zinc, Zn",G,0.00074,0.00088,0.00074,0.00088
2,"Zinc, Zn","Zinc, Zn",G,0.00064,0.00064,0.0007400000000000001,0.00064
9,"Zinc, Zn","Zinc, Zn",G,0.00014,0.00014,0.002,0.00140973
9,"Zinc, Zn","Zinc, Zn",G,0.00017,0.00021,0.002,0.00140973
1,"Zinc, Zn","Zinc, Zn",G,0.00364,0.00367,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00051,0.00061,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00362,0.00362,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00315,0.00502,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00317,0.00293,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00773,0.00711,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00052,0.00053,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00045,0.00046,0.06474,0.0663554
7,"Zinc, Zn","Zinc, Zn",G,0.00151,0.00152,0.0098,0.00865
1,"Zinc, Zn","Zinc, Zn",G,0.00116,0.00056,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00042,0.00043,0.06474,0.0663554
2,"Zinc, Zn","Zinc, Zn",G,0.0001,0.0,0.0007400000000000001,0.00064
1,"Zinc, Zn","Zinc, Zn",G,0.00042,0.00045,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00048,0.00043,0.06474,0.0663554
7,"Zinc, Zn","Zinc, Zn",G,0.00292,0.00214,0.0098,0.00865
7,"Zinc, Zn","Zinc, Zn",G,0.00239,0.00241,0.0098,0.00865
1,"Zinc, Zn","Zinc, Zn",G,0.00037,0.00042,0.06474,0.0663554
7,"Zinc, Zn","Zinc, Zn",G,0.00298,0.00258,0.0098,0.00865
11,"Zinc, Zn","Zinc, Zn",G,0.00041,0.00042,0.01147,0.010750299999999999
1,"Zinc, Zn","Zinc, Zn",G,0.00129,0.00124,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,9e-05,7e-05,0.06474,0.0663554
20,"Zinc, Zn","Zinc, Zn",G,0.0007,0.00072,0.02847,0.028106
20,"Zinc, Zn","Zinc, Zn",G,0.0007,0.0009,0.02847,0.028106
20,"Zinc, Zn","Zinc, Zn",G,0.0007,0.00115,0.02847,0.028106
20,"Zinc, Zn","Zinc, Zn",G,0.0026,0.00324,0.02847,0.028106
20,"Zinc, Zn","Zinc, Zn",G,0.00085,0.00106,0.02847,0.028106
20,"Zinc, Zn","Zinc, Zn",G,0.0008,0.00119,0.02847,0.028106
1,"Zinc, Zn","Zinc, Zn",G,9e-05,7e-05,0.06474,0.0663554
16,"Zinc, Zn","Zinc, Zn",G,0.00246,0.00444,0.02871,0.031149200000000002
16,"Zinc, Zn","Zinc, Zn",G,0.00392,0.00375,0.02871,0.031149200000000002
20,"Zinc, Zn","Zinc, Zn",G,0.00245,0.00191,0.02847,0.028106
9,"Zinc, Zn","Zinc, Zn",G,0.00015,0.00016,0.002,0.00140973
9,"Zinc, Zn","Zinc, Zn",G,4e-05,1.964e-05,0.002,0.00140973
9,"Zinc, Zn","Zinc, Zn",G,4e-05,1.676e-05,0.002,0.00140973
9,"Zinc, Zn","Zinc, Zn",G,5e-05,2.349e-05,0.002,0.00140973
9,"Zinc, Zn","Zinc, Zn",G,4e-05,2.276e-05,0.002,0.00140973
9,"Zinc, Zn","Zinc, Zn",G,4e-05,1.828e-05,0.002,0.00140973
11,"Zinc, Zn","Zinc, Zn",G,0.00077,0.0006843,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.00103,0.0007641,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.00052,0.000511,0.01147,0.010750299999999999
14,"Zinc, Zn","Zinc, Zn",G,7e-05,0.0001718,7e-05,0.0001718
11,"Zinc, Zn","Zinc, Zn",G,0.00053,0.0004229,0.01147,0.010750299999999999
20,"Zinc, Zn","Zinc, Zn",G,0.00328,0.003591,0.02847,0.028106
9,"Zinc, Zn","Zinc, Zn",G,2e-05,2.125e-06,0.002,0.00140973
9,"Zinc, Zn","Zinc, Zn",G,7e-05,3.189e-05,0.002,0.00140973
9,"Zinc, Zn","Zinc, Zn",G,7e-05,5.71e-05,0.002,0.00140973
9,"Zinc, Zn","Zinc, Zn",G,0.0001,4.12e-05,0.002,0.00140973
11,"Zinc, Zn","Zinc, Zn",G,0.00011,0.000104,0.01147,0.010750299999999999
9,"Zinc, Zn","Zinc, Zn",G,5e-05,3.206e-05,0.002,0.00140973
11,"Zinc, Zn","Zinc, Zn",G,0.00065,0.0003888,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.00065,0.0004815,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.0011,0.0005123,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.00075,0.0007629,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.00024,0.0002364,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.00017,0.0001597,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.00013,0.0001256,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.00017,0.000193,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.00025,0.0002023,0.01147,0.010750299999999999
1,"Zinc, Zn","Zinc, Zn",G,0.00042,0.0004263,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00059,0.0004283,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00052,0.000473,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00288,0.002353,0.06474,0.0663554
11,"Zinc, Zn","Zinc, Zn",G,0.00054,0.0009002,0.01147,0.010750299999999999
16,"Zinc, Zn","Zinc, Zn",G,0.00251,0.003062,0.02871,0.031149200000000002
12,"Zinc, Zn","Zinc, Zn",G,0.00329,0.003178,0.05015,0.048343
12,"Zinc, Zn","Zinc, Zn",G,0.00434,0.004738,0.05015,0.048343
1,"Zinc, Zn","Zinc, Zn",G,0.0004,0.0004538,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.0005,0.0005891,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00024,0.0002231,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00033,0.0003919,0.06474,0.0663554
11,"Zinc, Zn","Zinc, Zn",G,0.00015,0.0001728,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.0002,0.0003033,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.00018,0.0003103,0.01147,0.010750299999999999
12,"Zinc, Zn","Zinc, Zn",G,0.00645,0.005713,0.05015,0.048343
12,"Zinc, Zn","Zinc, Zn",G,0.00312,0.002865,0.05015,0.048343
12,"Zinc, Zn","Zinc, Zn",G,0.00309,0.00276,0.05015,0.048343
12,"Zinc, Zn","Zinc, Zn",G,0.00453,0.00393,0.05015,0.048343
20,"Zinc, Zn","Zinc, Zn",G,0.00397,0.002744,0.02847,0.028106
9,"Zinc, Zn","Zinc, Zn",G,0.00012,0.0001067,0.002,0.00140973
9,"Zinc, Zn","Zinc, Zn",G,7e-05,6.446e-05,0.002,0.00140973
11,"Zinc, Zn","Zinc, Zn",G,0.00024,0.0003498,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.00013,9.29e-05,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.0002,0.000204,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.00018,0.0002112,0.01147,0.010750299999999999
11,"Zinc, Zn","Zinc, Zn",G,0.00022,0.000245,0.01147,0.010750299999999999
9,"Zinc, Zn","Zinc, Zn",G,0.00014,0.000114,0.002,0.00140973
9,"Zinc, Zn","Zinc, Zn",G,0.00042,0.0002213,0.002,0.00140973
9,"Zinc, Zn","Zinc, Zn",G,0.00016,8.534e-05,0.002,0.00140973
9,"Zinc, Zn","Zinc, Zn",G,3e-05,2.625e-06,0.002,0.00140973
20,"Zinc, Zn","Zinc, Zn",G,0.00312,0.001755,0.02847,0.028106
20,"Zinc, Zn","Zinc, Zn",G,0.002,0.002144,0.02847,0.028106
20,"Zinc, Zn","Zinc, Zn",G,0.0024,0.002236,0.02847,0.028106
20,"Zinc, Zn","Zinc, Zn",G,0.00168,0.002258,0.02847,0.028106
20,"Zinc, Zn","Zinc, Zn",G,0.00213,0.001854,0.02847,0.028106
20,"Zinc, Zn","Zinc, Zn",G,0.00109,0.001354,0.02847,0.028106
13,"Zinc, Zn","Zinc, Zn",G,0.00479,0.004194,0.03133,0.026832
13,"Zinc, Zn","Zinc, Zn",G,0.00418,0.003848,0.03133,0.026832
10,"Zinc, Zn","Zinc, Zn",G,0.0022,0.002226,0.0058,0.005569
5,"Zinc, Zn","Zinc, Zn",G,0.00147,0.001177,0.00626,0.0061294999999999995
5,"Zinc, Zn","Zinc, Zn",G,0.00253,0.00295,0.00626,0.0061294999999999995
12,"Zinc, Zn","Zinc, Zn",G,0.00578,0.005071,0.05015,0.048343
12,"Zinc, Zn","Zinc, Zn",G,0.00245,0.002334,0.05015,0.048343
16,"Zinc, Zn","Zinc, Zn",G,0.00327,0.00278,0.02871,0.031149200000000002
12,"Zinc, Zn","Zinc, Zn",G,0.0013,0.0012,0.05015,0.048343
12,"Zinc, Zn","Zinc, Zn",G,0.0022,0.002176,0.05015,0.048343
12,"Zinc, Zn","Zinc, Zn",G,0.005,0.005578,0.05015,0.048343
16,"Zinc, Zn","Zinc, Zn",G,0.00276,0.003124,0.02871,0.031149200000000002
16,"Zinc, Zn","Zinc, Zn",G,0.00327,0.003863,0.02871,0.031149200000000002
16,"Zinc, Zn","Zinc, Zn",G,0.00337,0.003654,0.02871,0.031149200000000002
16,"Zinc, Zn","Zinc, Zn",G,0.00054,0.0007399,0.02871,0.031149200000000002
16,"Zinc, Zn","Zinc, Zn",G,0.00077,0.0006313,0.02871,0.031149200000000002
16,"Zinc, Zn","Zinc, Zn",G,0.00059,0.0007243,0.02871,0.031149200000000002
16,"Zinc, Zn","Zinc, Zn",G,0.00074,0.00056,0.02871,0.031149200000000002
16,"Zinc, Zn","Zinc, Zn",G,0.00074,0.000526,0.02871,0.031149200000000002
11,"Zinc, Zn","Zinc, Zn",G,0.00068,0.000712,0.01147,0.010750299999999999
16,"Zinc, Zn","Zinc, Zn",G,0.00059,0.0006248,0.02871,0.031149200000000002
16,"Zinc, Zn","Zinc, Zn",G,0.0007,0.000655,0.02871,0.031149200000000002
16,"Zinc, Zn","Zinc, Zn",G,0.00065,0.0006349,0.02871,0.031149200000000002
10,"Zinc, Zn","Zinc, Zn",G,0.00173,0.00157,0.0058,0.005569
10,"Zinc, Zn","Zinc, Zn",G,0.00187,0.001773,0.0058,0.005569
5,"Zinc, Zn","Zinc, Zn",G,0.00068,0.0006545,0.00626,0.0061294999999999995
5,"Zinc, Zn","Zinc, Zn",G,0.00158,0.001348,0.00626,0.0061294999999999995
13,"Zinc, Zn","Zinc, Zn",G,0.0078,0.004063,0.03133,0.026832
13,"Zinc, Zn","Zinc, Zn",G,0.00376,0.003778,0.03133,0.026832
13,"Zinc, Zn","Zinc, Zn",G,0.00699,0.005386,0.03133,0.026832
13,"Zinc, Zn","Zinc, Zn",G,0.00381,0.005563,0.03133,0.026832
1,"Zinc, Zn","Zinc, Zn",G,0.00097,0.0005989,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.003,0.003785,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00221,0.002379,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00323,0.00389,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00258,0.002908,0.06474,0.0663554
1,"Zinc, Zn","Zinc, Zn",G,0.00387,0.003597,0.06474,0.0663554
